complaint_id,victim_city,amount,amount_band,victim_bank,fraud_type,transaction_count,mule_bank,complaint_hour,complaint_delay_hours,day_of_week,withdrawal_cluster_id
CMP00255,Hyderabad,40989.77,1,Axis Bank,LOTTERY_FRAUD,11,Canara Bank,14,11,3,12
CMP00256,Pune,110715.91,2,Axis Bank,LOTTERY_FRAUD,11,Bank of Baroda,2,11,1,12
CMP00257,Surat,45507.67,1,Axis Bank,LOAN_FRAUD,11,Indian Bank,11,67,3,12
CMP00258,Surat,62009.71,2,ICICI Bank,LOTTERY_FRAUD,12,Canara Bank,5,51,0,12
CMP00259,Ahmedabad,16210.97,1,Yes Bank,OTP_SCAM,2,SBI,20,50,2,16
CMP00260,Pune,54285.69,2,ICICI Bank,JOB_FRAUD,9,PNB,21,46,6,15
CMP00261,Lucknow,47939.45,1,Axis Bank,JOB_FRAUD,8,Indian Bank,17,23,4,13
CMP00262,Bengaluru,116279.05,2,Kotak Mahindra,LOAN_FRAUD,4,Indian Bank,11,53,2,12
CMP00263,Bengaluru,46883.54,1,Axis Bank,LOTTERY_FRAUD,9,Bank of Baroda,15,39,0,9
CMP00264,Delhi,32422.17,1,Yes Bank,INVESTMENT_SCAM,4,Canara Bank,12,32,1,12
CMP00265,Chennai,127491.51,2,Axis Bank,IMPERSONATION,7,SBI,19,35,2,8
CMP00266,Chennai,35475.71,1,HDFC Bank,IMPERSONATION,3,PNB,19,58,2,15
CMP00267,Bengaluru,217704.71,3,HDFC Bank,INVESTMENT_SCAM,1,PNB,3,37,2,15
CMP00268,Mumbai,26809.72,1,ICICI Bank,INVESTMENT_SCAM,8,SBI,15,48,3,18
CMP00269,Kolkata,28805.87,1,HDFC Bank,KYC_UPDATE,7,Canara Bank,6,33,6,14
CMP00270,Ahmedabad,359343.9,3,Kotak Mahindra,INVESTMENT_SCAM,12,PNB,23,13,4,18
CMP00271,Pune,56327.89,2,Axis Bank,IMPERSONATION,3,Canara Bank,17,67,0,9
CMP00272,Bengaluru,27366.47,1,HDFC Bank,INVESTMENT_SCAM,2,PNB,0,22,6,18
CMP00273,Delhi,33848.49,1,HDFC Bank,INVESTMENT_SCAM,12,Indian Bank,11,12,1,18
CMP00274,Delhi,14295.67,1,Axis Bank,OTP_SCAM,12,PNB,15,30,2,11
CMP00275,Surat,38975.97,1,ICICI Bank,JOB_FRAUD,12,SBI,8,6,3,17
CMP00276,Lucknow,23906.59,1,Kotak Mahindra,LOAN_FRAUD,10,PNB,23,60,2,17
CMP00277,Mumbai,20533.97,1,Yes Bank,LOTTERY_FRAUD,8,PNB,11,59,0,16
CMP00278,Surat,166402.49,2,ICICI Bank,IMPERSONATION,10,SBI,7,42,5,12
CMP00279,Lucknow,98390.01,2,Kotak Mahindra,INVESTMENT_SCAM,3,Indian Bank,20,42,0,17
CMP00280,Kolkata,17664.67,1,ICICI Bank,OTP_SCAM,4,SBI,1,50,5,16
CMP00281,Bengaluru,47208.44,1,ICICI Bank,OTP_SCAM,12,Indian Bank,6,63,6,16
CMP00282,Lucknow,34677.33,1,Kotak Mahindra,TECH_SUPPORT_SCAM,12,Canara Bank,16,6,5,18
CMP00283,Lucknow,25413.24,1,HDFC Bank,INVESTMENT_SCAM,12,SBI,6,68,5,17
CMP00284,Surat,155382.56,2,HDFC Bank,IMPERSONATION,6,Indian Bank,13,14,1,17
CMP00285,Lucknow,554409.74,4,Axis Bank,IMPERSONATION,9,PNB,11,41,4,10
CMP00286,Ahmedabad,31825.05,1,Kotak Mahindra,TECH_SUPPORT_SCAM,10,Canara Bank,12,71,5,18
CMP00287,Delhi,15403.43,1,HDFC Bank,IMPERSONATION,10,Canara Bank,9,1,2,6
CMP00288,Delhi,47036.9,1,Axis Bank,TECH_SUPPORT_SCAM,9,Indian Bank,4,13,0,15
CMP00289,Bengaluru,22012.1,1,Yes Bank,LOAN_FRAUD,4,PNB,18,52,4,2
CMP00290,Jaipur,172927.29,2,ICICI Bank,TECH_SUPPORT_SCAM,12,Bank of Baroda,3,39,0,18
CMP00291,Mumbai,115145.66,2,HDFC Bank,IMPERSONATION,6,Canara Bank,3,30,5,0
CMP00292,Delhi,32596.52,1,Axis Bank,IMPERSONATION,1,Indian Bank,10,65,5,14
CMP00293,Patna,21591.32,1,Yes Bank,JOB_FRAUD,2,Indian Bank,12,19,1,16
CMP00294,Hyderabad,37914.82,1,HDFC Bank,IMPERSONATION,9,Bank of Baroda,4,62,4,15
CMP00295,Chennai,46965.52,1,HDFC Bank,INVESTMENT_SCAM,7,Canara Bank,2,15,5,15
CMP00296,Bengaluru,22192.75,1,Axis Bank,INVESTMENT_SCAM,11,Indian Bank,11,57,4,18
CMP00297,Pune,66855.76,2,Axis Bank,INVESTMENT_SCAM,12,PNB,1,32,4,9
CMP00298,Bengaluru,23275.07,1,HDFC Bank,OTP_SCAM,8,Canara Bank,23,69,1,16
CMP00299,Patna,36541.13,1,ICICI Bank,JOB_FRAUD,7,SBI,1,33,1,18
CMP00300,Jaipur,149447.25,2,HDFC Bank,OTP_SCAM,7,SBI,21,47,6,13
CMP00301,Ahmedabad,33884.26,1,Yes Bank,INVESTMENT_SCAM,6,SBI,2,24,1,15
CMP00302,Chennai,39775.63,1,Yes Bank,OTP_SCAM,6,Canara Bank,0,45,5,16
CMP00303,Lucknow,25486.82,1,Axis Bank,INVESTMENT_SCAM,11,SBI,0,72,2,15
CMP00304,Mumbai,143828.69,2,Kotak Mahindra,LOTTERY_FRAUD,11,Indian Bank,7,54,1,12
CMP00305,Jaipur,137154.61,2,Yes Bank,TECH_SUPPORT_SCAM,4,PNB,21,26,6,14
CMP00306,Kolkata,31318.46,1,Yes Bank,IMPERSONATION,6,PNB,23,16,1,14
CMP00307,Ahmedabad,173254.78,2,Kotak Mahindra,TECH_SUPPORT_SCAM,8,Canara Bank,20,36,1,3
CMP00308,Kolkata,32681.72,1,HDFC Bank,LOTTERY_FRAUD,10,Indian Bank,7,30,1,12
CMP00309,Kolkata,106093.91,2,Yes Bank,JOB_FRAUD,8,Indian Bank,12,63,3,18
CMP00310,Ahmedabad,36853.56,1,HDFC Bank,OTP_SCAM,7,Canara Bank,6,27,0,13
CMP00311,Jaipur,141189.49,2,ICICI Bank,TECH_SUPPORT_SCAM,7,Bank of Baroda,12,41,3,14
CMP00312,Jaipur,25824.45,1,Kotak Mahindra,KYC_UPDATE,4,SBI,23,6,4,17
CMP00313,Hyderabad,92887.19,2,Kotak Mahindra,INVESTMENT_SCAM,5,Bank of Baroda,5,55,2,18
CMP00314,Pune,17190.86,1,Kotak Mahindra,JOB_FRAUD,12,SBI,18,70,1,16
CMP00315,Kolkata,182382.27,2,Kotak Mahindra,OTP_SCAM,12,Indian Bank,2,33,2,16
CMP00316,Mumbai,30952.69,1,HDFC Bank,KYC_UPDATE,11,Bank of Baroda,12,66,4,12
CMP00317,Delhi,179400.87,2,ICICI Bank,IMPERSONATION,10,Canara Bank,5,19,1,1
CMP00318,Hyderabad,67633.1,2,Axis Bank,IMPERSONATION,5,Bank of Baroda,4,26,0,15
CMP00319,Jaipur,124020.02,2,Kotak Mahindra,JOB_FRAUD,1,Indian Bank,6,61,3,18
CMP00320,Lucknow,43010.1,1,Axis Bank,INVESTMENT_SCAM,11,Indian Bank,1,24,1,15
CMP00321,Delhi,13508.11,1,Yes Bank,LOTTERY_FRAUD,5,Indian Bank,3,54,1,12
CMP00322,Surat,21971.78,1,Yes Bank,JOB_FRAUD,1,Canara Bank,11,49,6,16
CMP00323,Jaipur,99381.28,2,ICICI Bank,LOAN_FRAUD,12,SBI,13,68,1,1
CMP00324,Patna,140716.7,2,Yes Bank,KYC_UPDATE,8,SBI,22,37,3,15
CMP00325,Kolkata,35274.3,1,Yes Bank,TECH_SUPPORT_SCAM,8,Indian Bank,15,24,4,18
CMP00326,Mumbai,160620.26,2,HDFC Bank,OTP_SCAM,11,Bank of Baroda,6,54,3,13
CMP00327,Pune,96165.88,2,ICICI Bank,OTP_SCAM,5,Canara Bank,16,71,2,3
CMP00328,Bengaluru,865634.22,4,Kotak Mahindra,TECH_SUPPORT_SCAM,10,Indian Bank,6,43,6,14
CMP00329,Delhi,183808.75,2,ICICI Bank,JOB_FRAUD,3,Bank of Baroda,17,43,3,13
CMP00330,Lucknow,133276.58,2,Axis Bank,OTP_SCAM,12,Indian Bank,0,27,4,13
CMP00331,Hyderabad,176360.87,2,HDFC Bank,LOTTERY_FRAUD,7,Canara Bank,18,50,1,12
CMP00332,Hyderabad,105737.54,2,Kotak Mahindra,OTP_SCAM,8,SBI,9,28,4,12
CMP00333,Chennai,29306.53,1,HDFC Bank,OTP_SCAM,9,Bank of Baroda,16,20,1,13
CMP00334,Kolkata,364149.69,3,HDFC Bank,TECH_SUPPORT_SCAM,11,Indian Bank,1,59,3,16
CMP00335,Delhi,180781.26,2,Axis Bank,KYC_UPDATE,11,SBI,10,60,0,17
CMP00336,Patna,21462.7,1,Axis Bank,OTP_SCAM,6,PNB,17,41,6,12
CMP00337,Kolkata,647700.61,4,Axis Bank,LOTTERY_FRAUD,1,SBI,3,27,4,12
CMP00338,Surat,22455.1,1,Axis Bank,LOTTERY_FRAUD,4,Indian Bank,10,70,3,15
CMP00339,Mumbai,17159.32,1,Kotak Mahindra,OTP_SCAM,2,SBI,19,58,4,13
CMP00340,Jaipur,187953.36,2,Yes Bank,KYC_UPDATE,2,PNB,14,13,3,17
CMP00341,Chennai,24537.97,1,ICICI Bank,JOB_FRAUD,10,PNB,5,43,6,10
CMP00342,Jaipur,29146.08,1,HDFC Bank,JOB_FRAUD,8,SBI,5,37,6,13
CMP00343,Ahmedabad,168864.64,2,HDFC Bank,KYC_UPDATE,9,Canara Bank,17,60,3,14
CMP00344,Jaipur,37762.39,1,Kotak Mahindra,LOTTERY_FRAUD,6,SBI,13,56,4,17
CMP00345,Kolkata,33843.02,1,HDFC Bank,INVESTMENT_SCAM,8,Indian Bank,10,72,0,5
CMP00346,Ahmedabad,139460.81,2,HDFC Bank,LOAN_FRAUD,2,Indian Bank,12,42,3,12
CMP00347,Kolkata,117946.16,2,Yes Bank,INVESTMENT_SCAM,3,SBI,9,50,4,18
CMP00348,Hyderabad,187267.69,2,Yes Bank,TECH_SUPPORT_SCAM,7,Canara Bank,2,2,4,12
CMP00349,Hyderabad,200674.65,3,HDFC Bank,LOTTERY_FRAUD,9,Canara Bank,17,46,0,0
CMP00350,Ahmedabad,25311.58,1,Yes Bank,INVESTMENT_SCAM,11,Bank of Baroda,12,56,4,18
CMP00351,Chennai,73140.09,2,Yes Bank,LOTTERY_FRAUD,6,Bank of Baroda,21,17,1,13
CMP00352,Surat,35689.72,1,Kotak Mahindra,LOTTERY_FRAUD,3,Bank of Baroda,13,59,6,12
CMP00353,Lucknow,19029.64,1,Kotak Mahindra,JOB_FRAUD,8,Indian Bank,13,1,4,13
CMP00354,Ahmedabad,11514.6,1,Yes Bank,LOAN_FRAUD,6,Indian Bank,15,48,0,2
CMP00355,Surat,30934.27,1,Yes Bank,LOTTERY_FRAUD,8,Canara Bank,19,12,1,13
CMP00356,Patna,120330.32,2,HDFC Bank,LOAN_FRAUD,9,Canara Bank,16,61,4,13
CMP00357,Hyderabad,139645.48,2,Axis Bank,TECH_SUPPORT_SCAM,1,PNB,9,34,0,14
CMP00358,Pune,13300.41,1,Axis Bank,OTP_SCAM,1,Indian Bank,16,10,6,8
CMP00359,Patna,14461.98,1,Axis Bank,LOTTERY_FRAUD,5,Canara Bank,5,20,5,8
CMP00360,Jaipur,13376.06,1,ICICI Bank,INVESTMENT_SCAM,1,Indian Bank,4,20,6,15
CMP00361,Pune,43673.32,1,Kotak Mahindra,INVESTMENT_SCAM,4,PNB,1,34,6,1
CMP00362,Jaipur,47930.07,1,Kotak Mahindra,LOTTERY_FRAUD,5,Bank of Baroda,17,30,3,12
CMP00363,Kolkata,41892.36,1,Yes Bank,LOAN_FRAUD,1,Bank of Baroda,12,41,4,12
CMP00364,Ahmedabad,42092.65,1,Yes Bank,TECH_SUPPORT_SCAM,6,Canara Bank,8,51,3,7
CMP00365,Lucknow,36912.07,1,Axis Bank,INVESTMENT_SCAM,6,PNB,2,2,3,18
CMP00366,Chennai,34775.89,1,Axis Bank,TECH_SUPPORT_SCAM,4,Canara Bank,1,28,4,14
CMP00367,Patna,147185.88,2,ICICI Bank,KYC_UPDATE,11,Bank of Baroda,5,15,5,15
CMP00368,Pune,150136.88,2,Kotak Mahindra,KYC_UPDATE,7,Canara Bank,10,33,1,8
CMP00369,Ahmedabad,42512.03,1,Kotak Mahindra,OTP_SCAM,1,Canara Bank,5,57,0,12
CMP00370,Pune,27250.14,1,Kotak Mahindra,LOTTERY_FRAUD,3,SBI,19,14,3,3
CMP00371,Mumbai,27835.28,1,HDFC Bank,OTP_SCAM,12,Indian Bank,15,20,5,12
CMP00372,Kolkata,38304.23,1,Axis Bank,LOAN_FRAUD,10,Bank of Baroda,15,62,3,2
CMP00373,Delhi,47401.69,1,Kotak Mahindra,INVESTMENT_SCAM,2,Bank of Baroda,11,43,5,18
CMP00374,Lucknow,93493.8,2,Axis Bank,TECH_SUPPORT_SCAM,8,SBI,6,23,4,18
CMP00375,Surat,122975.53,2,Kotak Mahindra,LOAN_FRAUD,11,SBI,20,57,5,12
CMP00376,Surat,41709.57,1,Yes Bank,OTP_SCAM,8,PNB,20,40,3,13
CMP00377,Bengaluru,14727.48,1,HDFC Bank,OTP_SCAM,12,Canara Bank,20,67,3,17
CMP00378,Surat,15663.62,1,Yes Bank,LOTTERY_FRAUD,2,PNB,20,3,3,1
CMP00379,Surat,185699.35,2,ICICI Bank,INVESTMENT_SCAM,3,SBI,3,59,4,17
CMP00380,Mumbai,42178.14,1,Kotak Mahindra,KYC_UPDATE,10,Indian Bank,13,44,6,12
CMP00381,Mumbai,48587.7,1,Yes Bank,TECH_SUPPORT_SCAM,3,Indian Bank,6,6,4,15
CMP00382,Kolkata,16600.25,1,Kotak Mahindra,LOAN_FRAUD,12,PNB,7,6,1,12
CMP00383,Delhi,47045.48,1,Kotak Mahindra,LOTTERY_FRAUD,1,SBI,22,37,3,12
CMP00384,Kolkata,47523.58,1,Axis Bank,INVESTMENT_SCAM,8,Indian Bank,19,5,4,15
CMP00385,Bengaluru,14700.31,1,Kotak Mahindra,LOAN_FRAUD,9,SBI,16,13,4,16
CMP00386,Jaipur,41864.52,1,ICICI Bank,INVESTMENT_SCAM,1,Canara Bank,21,61,3,17
CMP00387,Pune,23371.79,1,Axis Bank,OTP_SCAM,4,Canara Bank,14,6,0,17
CMP00388,Kolkata,45803.17,1,HDFC Bank,LOTTERY_FRAUD,9,Bank of Baroda,23,57,4,12
CMP00389,Chennai,39509.91,1,HDFC Bank,TECH_SUPPORT_SCAM,4,Canara Bank,6,49,1,14
CMP00390,Ahmedabad,25493.21,1,ICICI Bank,OTP_SCAM,10,PNB,4,59,5,13
CMP00391,Bengaluru,21224.17,1,ICICI Bank,INVESTMENT_SCAM,12,SBI,3,60,3,15
CMP00392,Patna,32110.23,1,ICICI Bank,LOAN_FRAUD,3,Indian Bank,7,12,3,15
CMP00393,Patna,27124.41,1,Kotak Mahindra,INVESTMENT_SCAM,5,Bank of Baroda,7,32,2,18
CMP00394,Ahmedabad,125632.45,2,HDFC Bank,OTP_SCAM,8,SBI,13,68,3,16
CMP00395,Jaipur,153973.98,2,ICICI Bank,JOB_FRAUD,9,SBI,13,28,1,18
CMP00396,Jaipur,32815.23,1,Axis Bank,OTP_SCAM,12,PNB,18,4,3,12
CMP00397,Bengaluru,45737.38,1,Kotak Mahindra,LOTTERY_FRAUD,11,SBI,10,68,0,12
CMP00398,Patna,739722.37,4,Axis Bank,KYC_UPDATE,9,SBI,1,15,3,17
CMP00399,Bengaluru,38373.49,1,ICICI Bank,TECH_SUPPORT_SCAM,12,Indian Bank,6,18,2,15
CMP00400,Surat,125534.9,2,ICICI Bank,INVESTMENT_SCAM,6,Canara Bank,13,36,0,15
CMP00401,Lucknow,151746.24,2,Yes Bank,JOB_FRAUD,8,SBI,17,38,3,13
CMP00402,Jaipur,93255.9,2,HDFC Bank,INVESTMENT_SCAM,7,SBI,2,14,1,17
CMP00403,Kolkata,26661.47,1,ICICI Bank,JOB_FRAUD,11,Indian Bank,21,70,1,16
CMP00404,Hyderabad,84849.21,2,ICICI Bank,OTP_SCAM,1,SBI,16,43,3,16
CMP00405,Patna,32690.07,1,Yes Bank,JOB_FRAUD,8,Indian Bank,9,22,6,16
CMP00406,Delhi,16654.52,1,ICICI Bank,LOAN_FRAUD,5,Canara Bank,5,69,2,12
CMP00407,Chennai,27635.55,1,HDFC Bank,LOTTERY_FRAUD,6,SBI,11,24,1,10
CMP00408,Kolkata,626914.37,4,Axis Bank,TECH_SUPPORT_SCAM,9,Bank of Baroda,3,4,3,4
CMP00409,Bengaluru,30296.36,1,ICICI Bank,JOB_FRAUD,12,SBI,20,38,3,18
CMP00410,Patna,29159.25,1,Kotak Mahindra,LOTTERY_FRAUD,12,Canara Bank,1,18,5,12
CMP00411,Patna,12201.35,1,ICICI Bank,IMPERSONATION,6,Bank of Baroda,20,25,4,15
CMP00412,Mumbai,63106.54,2,Yes Bank,OTP_SCAM,11,Bank of Baroda,16,51,1,16
CMP00413,Ahmedabad,10487.63,1,ICICI Bank,TECH_SUPPORT_SCAM,6,Bank of Baroda,11,45,2,17
CMP00414,Chennai,42226.91,1,Kotak Mahindra,KYC_UPDATE,8,Bank of Baroda,13,54,1,2
CMP00415,Chennai,252892.62,3,Axis Bank,LOTTERY_FRAUD,9,Bank of Baroda,18,49,0,13
CMP00416,Kolkata,46594.88,1,Yes Bank,IMPERSONATION,12,Bank of Baroda,6,24,6,15
CMP00417,Hyderabad,28538.07,1,Yes Bank,OTP_SCAM,8,Canara Bank,0,1,1,16
CMP00418,Pune,37513.73,1,Axis Bank,KYC_UPDATE,3,Bank of Baroda,7,4,0,15
CMP00419,Patna,44733.84,1,Axis Bank,KYC_UPDATE,8,Indian Bank,20,61,5,11
CMP00420,Hyderabad,28441.76,1,ICICI Bank,OTP_SCAM,1,Indian Bank,22,18,2,13
CMP00421,Pune,35557.86,1,Axis Bank,IMPERSONATION,5,SBI,2,66,1,5
CMP00422,Patna,174023.3,2,ICICI Bank,KYC_UPDATE,6,Indian Bank,21,39,2,17
CMP00423,Lucknow,30726.83,1,Yes Bank,KYC_UPDATE,3,Canara Bank,11,63,3,14
CMP00424,Kolkata,133798.28,2,Yes Bank,INVESTMENT_SCAM,4,PNB,22,68,6,17
CMP00425,Jaipur,583614.58,4,HDFC Bank,IMPERSONATION,3,SBI,9,47,1,16
CMP00426,Kolkata,83353.68,2,Axis Bank,TECH_SUPPORT_SCAM,12,SBI,22,19,5,15
CMP00427,Mumbai,29370.2,1,Kotak Mahindra,LOTTERY_FRAUD,2,SBI,13,6,1,13
CMP00428,Mumbai,10410.9,1,Axis Bank,JOB_FRAUD,2,SBI,3,16,4,18
CMP00429,Delhi,959033.28,4,HDFC Bank,TECH_SUPPORT_SCAM,12,PNB,11,46,1,7
CMP00430,Mumbai,17661.9,1,Yes Bank,KYC_UPDATE,9,SBI,9,22,6,17
CMP00431,Lucknow,27586.63,1,Kotak Mahindra,INVESTMENT_SCAM,12,Canara Bank,3,24,6,15
CMP00432,Lucknow,97142.04,2,ICICI Bank,INVESTMENT_SCAM,2,Bank of Baroda,14,15,4,15
CMP00433,Mumbai,28277.83,1,Axis Bank,OTP_SCAM,2,Bank of Baroda,23,40,5,14
CMP00434,Lucknow,12784.37,1,Kotak Mahindra,INVESTMENT_SCAM,7,Canara Bank,15,48,1,17
CMP00435,Ahmedabad,67882.68,2,Kotak Mahindra,KYC_UPDATE,11,Indian Bank,12,52,5,14
CMP00436,Bengaluru,49626.45,1,ICICI Bank,KYC_UPDATE,4,Canara Bank,3,30,6,15
CMP00437,Pune,192520.82,2,Kotak Mahindra,LOAN_FRAUD,8,Canara Bank,15,66,2,13
CMP00438,Hyderabad,70191.26,2,Kotak Mahindra,KYC_UPDATE,4,Bank of Baroda,3,7,6,17
CMP00439,Ahmedabad,34929.3,1,Yes Bank,LOTTERY_FRAUD,3,Canara Bank,2,67,6,12
CMP00440,Pune,23744.63,1,Kotak Mahindra,LOAN_FRAUD,9,Bank of Baroda,17,70,0,1
CMP00441,Mumbai,116383.42,2,Kotak Mahindra,IMPERSONATION,6,Bank of Baroda,1,5,1,15
CMP00442,Ahmedabad,40560.45,1,ICICI Bank,JOB_FRAUD,12,Canara Bank,18,63,5,13
CMP00443,Lucknow,29787.65,1,ICICI Bank,JOB_FRAUD,1,Indian Bank,12,46,6,10
CMP00444,Delhi,102331.52,2,Yes Bank,OTP_SCAM,3,SBI,23,4,6,10
CMP00445,Mumbai,12257.97,1,Kotak Mahindra,IMPERSONATION,6,Canara Bank,7,32,1,2
CMP00446,Hyderabad,23044.67,1,HDFC Bank,KYC_UPDATE,3,Canara Bank,14,55,4,15
CMP00447,Surat,502190.07,4,Kotak Mahindra,OTP_SCAM,1,Indian Bank,12,42,4,13
CMP00448,Bengaluru,34593.11,1,Kotak Mahindra,INVESTMENT_SCAM,11,Indian Bank,11,56,1,18
CMP00449,Hyderabad,19035.44,1,HDFC Bank,LOAN_FRAUD,10,Canara Bank,23,12,5,3
CMP00450,Hyderabad,18389.57,1,HDFC Bank,TECH_SUPPORT_SCAM,9,Indian Bank,2,39,4,13
CMP00451,Chennai,117984.29,2,Kotak Mahindra,TECH_SUPPORT_SCAM,5,Bank of Baroda,17,24,0,14
CMP00452,Chennai,34576.89,1,Kotak Mahindra,JOB_FRAUD,11,Canara Bank,13,8,4,16
CMP00453,Kolkata,43208.58,1,Axis Bank,INVESTMENT_SCAM,7,Bank of Baroda,2,27,6,15
CMP00454,Pune,15998.49,1,Yes Bank,LOAN_FRAUD,7,PNB,0,32,6,14
CMP00455,Lucknow,361592.41,3,Kotak Mahindra,JOB_FRAUD,11,Bank of Baroda,8,18,0,16
CMP00456,Surat,62589.43,2,Kotak Mahindra,OTP_SCAM,1,SBI,19,39,6,13
CMP00457,Ahmedabad,30009.94,1,ICICI Bank,KYC_UPDATE,2,PNB,3,67,5,16
CMP00458,Jaipur,42267.49,1,HDFC Bank,LOAN_FRAUD,10,PNB,10,50,6,7
CMP00459,Chennai,20981.89,1,ICICI Bank,IMPERSONATION,3,SBI,13,33,6,15
CMP00460,Bengaluru,194497.3,2,Yes Bank,KYC_UPDATE,8,Bank of Baroda,4,47,3,9
CMP00461,Pune,191127.24,2,Yes Bank,OTP_SCAM,12,SBI,22,31,2,13
CMP00462,Lucknow,48429.92,1,ICICI Bank,KYC_UPDATE,7,Bank of Baroda,8,39,0,7
CMP00463,Chennai,42489.91,1,ICICI Bank,LOAN_FRAUD,11,Bank of Baroda,20,53,6,12
CMP00464,Surat,46741.85,1,Kotak Mahindra,JOB_FRAUD,12,Canara Bank,3,21,5,18
CMP00465,Patna,164296.32,2,Yes Bank,IMPERSONATION,8,Canara Bank,20,24,5,4
CMP00466,Ahmedabad,14433.13,1,ICICI Bank,OTP_SCAM,6,Canara Bank,7,67,5,4
CMP00467,Bengaluru,16939.16,1,Kotak Mahindra,IMPERSONATION,12,Bank of Baroda,18,42,6,14
CMP00468,Kolkata,47924.37,1,Kotak Mahindra,TECH_SUPPORT_SCAM,10,Bank of Baroda,17,30,0,6
CMP00469,Surat,140058.91,2,ICICI Bank,LOAN_FRAUD,7,SBI,4,12,2,3
CMP00470,Surat,124122.35,2,Yes Bank,OTP_SCAM,8,Bank of Baroda,7,27,1,8
CMP00471,Surat,18264.24,1,Kotak Mahindra,LOAN_FRAUD,3,Bank of Baroda,6,37,5,13
CMP00472,Kolkata,28039.07,1,HDFC Bank,IMPERSONATION,5,Canara Bank,7,48,4,15
CMP00473,Jaipur,18488.71,1,ICICI Bank,OTP_SCAM,12,Canara Bank,12,55,5,12
CMP00474,Delhi,997391.55,4,Axis Bank,OTP_SCAM,8,PNB,21,6,0,16
CMP00475,Ahmedabad,17174.89,1,Axis Bank,LOAN_FRAUD,9,PNB,5,65,3,14
CMP00476,Mumbai,14673.68,1,Axis Bank,LOTTERY_FRAUD,7,Indian Bank,1,17,3,8
CMP00477,Ahmedabad,189007.53,2,Axis Bank,TECH_SUPPORT_SCAM,10,Canara Bank,16,41,3,10
CMP00478,Kolkata,12182.69,1,Yes Bank,JOB_FRAUD,1,Bank of Baroda,5,5,3,13
CMP00479,Mumbai,38361.17,1,Kotak Mahindra,IMPERSONATION,8,SBI,15,59,3,4
CMP00480,Bengaluru,16731.8,1,HDFC Bank,KYC_UPDATE,5,PNB,16,35,4,18
CMP00481,Patna,46816.53,1,HDFC Bank,INVESTMENT_SCAM,10,Indian Bank,7,64,5,15
CMP00482,Pune,48048.79,1,HDFC Bank,LOAN_FRAUD,6,Bank of Baroda,10,20,0,15
CMP00483,Pune,48790.82,1,Axis Bank,JOB_FRAUD,11,Indian Bank,20,58,2,18
CMP00484,Chennai,161570.0,2,HDFC Bank,LOTTERY_FRAUD,6,Canara Bank,17,49,0,7
CMP00485,Mumbai,26095.85,1,HDFC Bank,IMPERSONATION,3,PNB,20,20,0,15
CMP00486,Bengaluru,27817.7,1,HDFC Bank,LOTTERY_FRAUD,9,Canara Bank,12,61,2,12
CMP00487,Bengaluru,63942.12,2,Yes Bank,IMPERSONATION,7,PNB,16,44,3,4
CMP00488,Lucknow,13167.33,1,Yes Bank,JOB_FRAUD,5,SBI,15,39,1,9
CMP00489,Lucknow,13061.3,1,Kotak Mahindra,INVESTMENT_SCAM,10,Canara Bank,1,66,0,15
CMP00490,Pune,13270.78,1,Yes Bank,JOB_FRAUD,6,Canara Bank,16,3,0,14
CMP00491,Kolkata,38175.14,1,Kotak Mahindra,LOTTERY_FRAUD,2,SBI,10,59,6,13
CMP00492,Kolkata,140607.93,2,ICICI Bank,TECH_SUPPORT_SCAM,2,PNB,21,14,3,15
CMP00493,Delhi,180317.08,2,ICICI Bank,KYC_UPDATE,8,Bank of Baroda,23,63,2,17
CMP00494,Hyderabad,14476.5,1,HDFC Bank,IMPERSONATION,3,PNB,0,25,6,15
CMP00495,Ahmedabad,28537.02,1,Yes Bank,INVESTMENT_SCAM,2,PNB,15,55,0,18
CMP00496,Jaipur,21793.26,1,HDFC Bank,JOB_FRAUD,10,Bank of Baroda,12,7,2,13
CMP00497,Jaipur,21630.98,1,Yes Bank,IMPERSONATION,12,Indian Bank,15,52,3,15
CMP00498,Surat,22634.01,1,HDFC Bank,INVESTMENT_SCAM,1,Indian Bank,2,35,5,15
CMP00499,Patna,16453.34,1,Axis Bank,JOB_FRAUD,12,Bank of Baroda,23,25,3,18
CMP00500,Patna,108555.68,2,Kotak Mahindra,TECH_SUPPORT_SCAM,5,PNB,13,47,6,15
CMP00501,Surat,16252.56,1,HDFC Bank,LOAN_FRAUD,3,Bank of Baroda,15,13,6,13
CMP00502,Chennai,20432.32,1,Yes Bank,INVESTMENT_SCAM,1,SBI,21,21,1,16
CMP00503,Mumbai,68103.2,2,Axis Bank,OTP_SCAM,2,Bank of Baroda,7,63,2,11
CMP00504,Lucknow,140643.42,2,Axis Bank,OTP_SCAM,12,PNB,3,7,3,3
CMP00505,Patna,14216.44,1,Yes Bank,KYC_UPDATE,9,SBI,20,16,6,15
CMP00506,Surat,64894.14,2,Kotak Mahindra,LOAN_FRAUD,8,Indian Bank,20,47,2,3
CMP00507,Jaipur,121049.5,2,Kotak Mahindra,INVESTMENT_SCAM,4,SBI,9,65,1,15
CMP00508,Pune,19127.28,1,ICICI Bank,TECH_SUPPORT_SCAM,9,PNB,13,53,3,16
CMP00509,Delhi,127602.3,2,Kotak Mahindra,TECH_SUPPORT_SCAM,1,PNB,2,11,2,15
